Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand,Avg_HP,Avg_Attack,Avg_Special Attack,Avg_Defense,Avg_Special Defense,Avg_Speed,Lead_HP,Lead_Attack,Lead_Special Attack,Lead_Defense,Lead_Special Defense,Lead_Speed,Has_Normal,Has_Fighting,Has_Flying,Has_Poison,Has_Ground,Has_Rock,Has_Bug,Has_Ghost,Has_Steel,Has_Fire,Has_Water,Has_Grass,Has_Electric,Has_Psychic,Has_Ice,Has_Dragon,Has_Dark
141119093,srk1214,1323,Tyranitar,Stoutland,Magnezone,Alakazam,Jirachi,Landorus-Therian,Landorus-Therian,26,lose,Crunch,,,,Return,,,,Hidden Power,,,,Psyshock,Focus Blast,,,Iron Head,Healing Wish,,,Earthquake,U-turn,,,1,0,83.16666666666666,99.83333333333334,91.66666666666667,101.66666666666667,90.83333333333333,85.33333333333334,89.0,145.0,90.0,105.0,80.0,91.0,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
142166756,shadowist,1422,Politoed,Volcarona,Gastrodon,Toxicroak,Starmie,Ferrothorn,Ferrothorn,38,lose,Focus Blast,Hydro Pump,Ice Beam,,Bug Buzz,,,,Toxic,Recover,Earth Power,,Drain Punch,Sucker Punch,Ice Punch,,Hydro Pump,,,,Stealth Rock,Protect,Leech Seed,,0,0,83.83333333333333,82.16666666666667,81.5,92.83333333333334,92.16666666666667,71.5,74.0,94.0,131.0,54.0,116.0,20.0,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
142382496,XP3R1,1337,Landorus-Therian,Tyranitar,Slowbro,Scizor,Ferrothorn,Breloom,Ferrothorn,26,lose,,,,,,,,,,,,,,,,,,,,,,,,,1,0,81.33333333333333,118.00000000000001,103.49999999999999,78.16666666666666,86.0,56.166666666666664,74.0,94.0,131.0,54.0,116.0,20.0,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False
142431691,Guelobowler,1489,Hippowdon,Mandibuzz,Scizor,Magnezone,Latios,Haxorus,Mandibuzz,39,lose,Roar,Earthquake,Slack Off,,U-turn,,,,Superpower,,,,Flash Cannon,,,,Draco Meteor,Dragon Pulse,Surf,,Dragon Dance,Earthquake,,,0,0,85.66666666666666,102.33333333333334,101.33333333333334,83.0,86.16666666666667,76.5,110.0,65.0,105.0,55.0,95.0,80.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True
143013275,CJA94,1381,Chansey,Politoed,Tentacruel,Quagsire,Dragonite,Ferrothorn,Politoed,55,win,Toxic,Soft-Boiled,Heal Bell,Wish,Toxic,Protect,,,Scald,Protect,Toxic Spikes,,,,,,Dragon Tail,Hurricane,Roost,,Spikes,Stealth Rock,,,0,1,113.33333333333333,77.16666666666667,76.0,70.66666666666667,101.0,59.16666666666668,90.0,75.0,75.0,90.0,100.0,70.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
144138779,Link867,1315,Tyranitar,Skarmory,Ferrothorn,Hippowdon,Landorus-Therian,Heatran,Hippowdon,77,lose,,,,,,,,,,,,,,,,,,,,,,,,,1,0,87.83333333333334,109.16666666666667,115.83333333333334,82.0,90.66666666666667,61.0,108.0,112.0,118.0,68.0,72.0,47.0,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False
144196745,chadbruv,1405,Tyranitar,Magnezone,Terrakion,Latios,Scizor,Landorus-Therian,Tyranitar,27,win,,,,,,,,,,,,,,,,,,,,,,,,,1,0,83.33333333333333,116.33333333333334,97.5,97.83333333333334,91.66666666666666,82.5,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False
145923490,Stunt,1363,Pikachu,Zoroark,Keldeo-Resolute,Roserade,Gliscor,Mamoswine,Pikachu,13,win,Flamethrower,Low Kick,Sucker Punch,,,,,,Scald,Calm Mind,,,,,,,Stealth Rock,Protect,,,Icicle Crash,,,,0,0,71.83333333333333,87.83333333333333,73.33333333333333,89.83333333333334,71.66666666666667,94.66666666666666,35.0,55.0,30.0,50.0,40.0,90.0,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True
148538104,LordCheese,1289,Infernape,Jirachi,Weavile,Jellicent,Gliscor,Rotom-Wash,Infernape,53,win,Stealth Rock,Fake Out,,,U-turn,Body Slam,,,Pursuit,,,,Ice Beam,Scald,,,Earthquake,,,,Volt Switch,Pain Split,Will-O-Wisp,Hydro Pump,0,0,78.5,90.66666666666666,89.66666666666666,80.66666666666666,90.49999999999999,95.66666666666666,76.0,104.0,71.0,104.0,71.0,108.0,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True
151082206,Zyos,1369,Landorus-Therian,Tyranitar,Forretress,Gastrodon,Celebi,Heatran,Tyranitar,39,win,Earthquake,Stealth Rock,U-turn,,Crunch,Ice Beam,,,Toxic Spikes,Rapid Spin,Volt Switch,,Scald,Ice Beam,,,Baton Pass,Psychic,Recover,,Lava Plume,Roar,Protect,,1,0,94.33333333333334,107.0,102.33333333333333,97.00000000000001,88.0,68.0,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False
153068107,TheNexyr,1449,Alakazam,Tyranitar,Latios,Reuniclus,Ferrothorn,Jellicent,Latios,26,lose,Focus Blast,Hidden Power,,,Pursuit,,,,Hidden Power,,,,,,,,Leech Seed,Thunder Wave,,,Recover,Scald,,,1,0,86.5,82.16666666666667,85.16666666666667,104.0,100.16666666666667,66.83333333333334,80.0,90.0,80.0,130.0,110.0,110.0,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False
153358219,D'You Know What?,1307,Ferrothorn,Hydreigon,Sigilyph,Azelf,Mew,Conkeldurr,Hydreigon,20,win,,,,,,,,,,,,,,,,,Swords Dance,Rock Polish,Baton Pass,,,,,,0,0,86.33333333333334,103.66666666666666,94.33333333333333,93.66666666666667,86.83333333333333,79.16666666666667,92.0,105.0,90.0,125.0,90.0,98.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
153949246,IAaronTheBaronI,1343,Ninetales,Charizard,Victreebel,Dragonite,Gengar,Sandslash,Ninetales,23,lose,Solar Beam,Confuse Ray,,,Flamethrower,Hidden Power,,,Growth,Sleep Powder,Leaf Blade,,Dragon Dance,,,,Focus Blast,,,,Stealth Rock,Earthquake,Rapid Spin,,0,0,76.16666666666666,94.0,80.5,94.16666666666667,79.16666666666667,87.5,73.0,76.0,75.0,81.0,100.0,100.0,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
154723379,drehmspryne,1339,Jirachi,Azelf,Alakazam,Kyurem-Black,Slowbro,Keldeo,Kyurem-Black,32,lose,Iron Head,Thunder Wave,,,Psychic,,,,Focus Blast,Signal Beam,,,Fusion Bolt,Ice Beam,Dragon Claw,Substitute,Psychic,Scald,Slack Off,,,,,,0,0,90.16666666666667,98.66666666666667,85.83333333333333,118.16666666666667,85.83333333333333,94.66666666666667,125.0,170.0,100.0,120.0,90.0,95.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
156490466,red rover 69,1446,Tyranitar,Magnezone,Terrakion,Latios,Scizor,Landorus-Therian,Landorus-Therian,28,win,,,,,,,,,,,,,,,,,,,,,,,,,1,0,83.33333333333333,116.33333333333334,97.5,97.83333333333334,91.66666666666666,82.5,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False
156936494,Luchabull,1297,Mamoswine,Celebi,Kyurem-Black,Magnezone,Garchomp,Scizor,Mamoswine,52,win,,,,,Baton Pass,Swords Dance,Zen Headbutt,,,,,,Volt Switch,Flash Cannon,Thunderbolt,,,,,,Roost,U-turn,Swords Dance,,0,0,97.16666666666667,121.66666666666669,98.33333333333334,92.5,84.16666666666667,83.66666666666667,110.0,130.0,80.0,70.0,60.0,80.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False
157138954,FIREEEE,1412,Dragonite,Politoed,Scizor,Breloom,Ferrothorn,Celebi,Breloom,39,lose,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80.83333333333333,110.50000000000001,96.83333333333334,76.5,92.66666666666667,67.5,60.0,130.0,80.0,60.0,60.0,70.0,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
158666929,Cloyster Chowder,1399,Chandelure,Cresselia,Forretress,Ninetales,Garchomp,Sawsbuck,Garchomp,36,win,Shadow Ball,Fire Blast,Energy Ball,,Toxic,,,,,,,,Will-O-Wisp,,,,,,,,,,,,0,0,85.99999999999999,86.83333333333333,98.33333333333333,83.5,89.16666666666669,83.66666666666666,108.0,130.0,95.0,80.0,85.0,102.0,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False
164466827,MoxieInfinite,1346,Ninetales,Venusaur,Dugtrio,Donphan,Heatran,Volcarona,Venusaur,19,lose,,,,,Sludge Bomb,Sleep Powder,Giga Drain,,,,,,Rapid Spin,Stealth Rock,,,Magma Storm,,,,,,,,0,0,75.66666666666666,84.66666666666666,83.16666666666667,92.66666666666667,90.16666666666667,87.83333333333334,80.0,82.0,83.0,100.0,100.0,80.0,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
170319769,slowking the lord,1319,Landorus-Therian,Ferrothorn,Terrakion,Slowking,Tyranitar,Jirachi,Terrakion,41,win,Hidden Power,Earthquake,Stealth Rock,U-turn,Spikes,Protect,,,Stone Edge,,,,Surf,Fire Blast,Psyshock,,Stone Edge,,,,Thunderbolt,Substitute,Flash Cannon,,1,0,91.50000000000001,112.83333333333334,100.16666666666666,87.66666666666667,99.33333333333334,68.33333333333333,91.0,129.0,90.0,72.0,90.0,108.0,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False
171229752,yusei38,1268,Politoed,Skarmory,Espeon,Kyurem-Black,Blissey,Jolteon,Jolteon,21,win,Scald,Protect,,,Brave Bird,,,,Psyshock,,,,Outrage,,,,Stealth Rock,,,,Thunder,,,,0,0,110.83333333333333,77.5,74.16666666666667,94.16666666666667,97.5,88.33333333333334,65.0,65.0,60.0,110.0,95.0,130.0,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
171234809,Moonclawz,1369,Tyranitar,Lucario,Latios,Ferrothorn,Gliscor,Mew,Mew,17,win,,,,,,,,,,,,,,,,,,,,,,,,,0,0,83.16666666666667,103.83333333333333,102.66666666666667,89.83333333333334,95.16666666666667,79.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False
174916352,ANGER MANAGEMENT,1327,Suicune,Mienshao,Weavile,Mew,Heracross,Golurk,Mienshao,31,win,Scald,Rest,Sleep Talk,,U-turn,,,,Low Kick,Ice Shard,Night Slash,,Aura Sphere,Dark Pulse,,,Megahorn,,,,Stealth Rock,Protect,,,0,0,83.99999999999999,111.5,82.5,70.83333333333333,89.16666666666666,92.50000000000001,65.0,125.0,60.0,95.0,60.0,105.0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
178352757,BWVC BookofConke,1436,Abomasnow,Kyurem-Black,Latios,Garchomp,Starmie,Jirachi,Abomasnow,23,lose,Ice Shard,Blizzard,,,Freeze Shock,Outrage,Substitute,,Surf,,,,Earthquake,Dual Chop,,,Rapid Spin,,,,U-turn,Iron Head,Stealth Rock,,0,0,93.83333333333333,109.5,89.16666666666667,103.66666666666667,92.5,97.00000000000001,90.0,92.0,75.0,92.0,85.0,60.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
181357558,I love Neco Arc,1396,Scizor,Excadrill,Hippowdon,Ferrothorn,Jellicent,Latios,Jellicent,64,win,Superpower,,,,Iron Head,,,,Stealth Rock,Slack Off,,,Spikes,Power Whip,Leech Seed,Thunder Wave,Taunt,Recover,Night Shade,,Trick,Draco Meteor,Thunderbolt,,0,0,90.33333333333333,103.50000000000001,93.16666666666667,73.66666666666667,91.33333333333333,65.0,100.0,60.0,70.0,85.0,105.0,60.0,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
182651677,princess ariel,1350,Politoed,Tentacruel,Garchomp,Latios,Jirachi,Ferrothorn,Ferrothorn,36,lose,Ice Beam,Surf,,,Protect,,,,Dragon Claw,,,,Draco Meteor,Struggle,,,Thunder,Substitute,Psyshock,,Stealth Rock,,,,0,1,88.66666666666667,93.16666666666667,91.0,89.00000000000001,105.16666666666667,83.66666666666667,74.0,94.0,131.0,54.0,116.0,20.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
182657741,Red Skies,1330,Politoed,Dragonite,Forretress,Tornadus,Celebi,Gliscor,Gliscor,104,lose,Hypnosis,,,,Superpower,Ice Beam,Extreme Speed,Hurricane,Rapid Spin,Volt Switch,Stealth Rock,,Hurricane,,,,Trick,Recover,Giga Drain,Leech Seed,Earthquake,Protect,Toxic,Taunt,0,0,85.0,101.5,100.83333333333333,86.66666666666667,85.83333333333334,82.66666666666667,75.0,95.0,125.0,45.0,75.0,95.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
182684818,hauntedangel,1309,Garchomp,Keldeo,Dragonite,Jirachi,Latios,Landorus-Therian,Keldeo,19,win,Stealth Rock,,,,Hidden Power,,,,Outrage,,,,U-turn,,,,Draco Meteor,Hidden Power,Psyshock,,Swords Dance,Earthquake,Stone Edge,,0,0,93.16666666666666,111.83333333333334,91.66666666666667,107.33333333333334,94.16666666666666,98.5,91.0,72.0,90.0,129.0,90.0,108.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
183658905,Testo junkie,1519,Abomasnow,Starmie,Heatran,Kyurem,Landorus-Therian,Reuniclus,Abomasnow,30,lose,,,,,,,,,,,,,,,,,,,,,,,,,0,0,94.16666666666666,99.5,86.83333333333333,113.66666666666667,88.5,78.0,90.0,92.0,75.0,92.0,85.0,60.0,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False
184149160,jonathangamezr,1348,Gastrodon,Ferrothorn,Blissey,Gliscor,Tentacruel,Cofagrigus,Ferrothorn,30,lose,,,,,Stealth Rock,Leech Seed,,,Protect,,,,Substitute,Earthquake,Protect,Toxic,Ice Beam,,,,Will-O-Wisp,,,,0,0,108.83333333333334,67.0,90.66666666666666,73.5,105.5,56.5,74.0,94.0,131.0,54.0,116.0,20.0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
190379973,Tokyo Tom,1358,Politoed,Feraligatr,Tornadus,Ferrothorn,Latios,Toxicroak,Tornadus,43,lose,Ice Beam,Encore,Surf,,Waterfall,Aqua Jet,Swords Dance,,Hurricane,U-turn,Focus Blast,,Spikes,Stealth Rock,Gyro Ball,,Surf,,,,Ice Punch,,,,0,0,81.83333333333333,97.50000000000001,86.83333333333333,94.0,92.33333333333333,79.0,79.0,115.0,70.0,125.0,80.0,111.0,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False
191367764,bright summer star,1273,Ninetales,Dugtrio,Forretress,Latias,Venusaur,Weavile,Forretress,30,win,Flamethrower,Protect,,,Earthquake,,,,Hidden Power,Volt Switch,,,Healing Wish,,,,Hidden Power,Growth,Giga Drain,,Low Kick,,,,0,0,68.83333333333334,88.0,83.83333333333333,74.33333333333334,90.83333333333334,95.83333333333333,75.0,90.0,140.0,60.0,60.0,40.0,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True
191379831,doublade45,1410,Tyranitar,Ferrothorn,Starmie,Gliscor,Alakazam,Heatran,Ferrothorn,41,lose,,,,,Spikes,Leech Seed,Gyro Ball,,,,,,Protect,,,,Psyshock,Shadow Ball,,,Toxic,Substitute,Earth Power,,1,0,75.83333333333333,89.66666666666666,100.33333333333333,93.16666666666667,94.5,81.33333333333333,74.0,94.0,131.0,54.0,116.0,20.0,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False
197265176,deluks917 gen5,1425,Stoutland,Hippowdon,Reuniclus,Latias,Skarmory,Jellicent,Hippowdon,26,lose,Superpower,Pursuit,,,Stealth Rock,,,,Psyshock,,,,Dragon Pulse,,,,Roost,Toxic,Whirlwind,Spikes,,,,,0,0,91.33333333333334,82.83333333333334,97.16666666666667,78.83333333333334,92.0,66.16666666666666,108.0,112.0,118.0,68.0,72.0,47.0,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
197309145,heitorbijusedi,1272,Ferrothorn,Starmie,Landorus-Therian,Latios,Heatran,Dragonite,Landorus-Therian,25,win,Spikes,Stealth Rock,Knock Off,,Rapid Spin,Thunderbolt,,,Stone Edge,U-turn,,,Surf,Calm Mind,,,Earth Power,,,,Fire Punch,Extreme Speed,,,0,0,80.83333333333334,104.66666666666666,97.83333333333333,103.16666666666669,99.50000000000001,82.16666666666666,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False
2003235100,Le Girondin,1366,Excadrill,Ferrothorn,Jellicent,Rotom-Wash,Hippowdon,Crobat,Crobat,10,win,,,,,,,,,,,,,Will-O-Wisp,,,,Stealth Rock,Earthquake,,,Brave Bird,Taunt,,,0,0,87.83333333333333,92.66666666666667,94.33333333333333,72.0,90.83333333333333,71.83333333333334,85.0,90.0,80.0,70.0,80.0,130.0,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False
2003538665,Mintiephresh,1375,Alakazam,Skarmory,Tyranitar,Mamoswine,Jellicent,Excadrill,Jellicent,40,lose,Shadow Ball,Grass Knot,,,Brave Bird,,,,Crunch,Thunder Wave,Pursuit,,Earthquake,Icicle Crash,,,Taunt,Recover,Will-O-Wisp,Night Shade,Rock Slide,Rapid Spin,Iron Head,,1,0,90.0,98.16666666666667,84.16666666666667,79.16666666666666,80.83333333333333,79.83333333333333,100.0,60.0,70.0,85.0,105.0,60.0,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False
2004020089,realbirdshoota,1318,Slowking,Metagross,Weavile,Magnezone,Latios,Terrakion,Terrakion,37,win,Psyshock,,,,Meteor Mash,,,,Low Kick,Ice Punch,,,Hidden Power,Flash Cannon,Charge Beam,Substitute,Dragon Pulse,,,,Close Combat,Stone Edge,,,0,0,81.0,103.16666666666667,93.33333333333333,95.33333333333334,95.83333333333333,83.83333333333333,91.0,129.0,90.0,72.0,90.0,108.0,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True
2004132229,FoodieTheFood,1275,Mamoswine,Umbreon,Dragonite,Kyurem-Black,Gyarados,Gengar,Dragonite,41,win,,,,,Foul Play,Toxic,Wish,,Dragon Dance,Outrage,,,Protect,Roost,Outrage,,Dragon Dance,Earthquake,,,,,,,0,0,95.99999999999999,114.83333333333331,87.33333333333334,90.0,92.5,85.16666666666667,91.0,134.0,95.0,100.0,100.0,80.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True
2004605945,vvariants,1305,Tyranitar,Landorus-Therian,Garchomp,Jirachi,Latios,Rotom-Wash,Rotom-Wash,27,lose,Ice Punch,Fire Blast,,,Hidden Power,U-turn,,,Draco Meteor,Stealth Rock,Fire Blast,,Thunder,Ice Punch,,,Surf,,,,Hydro Pump,Volt Switch,,,1,0,87.83333333333333,110.66666666666667,96.99999999999999,102.50000000000001,96.99999999999999,91.66666666666666,50.0,65.0,107.0,105.0,107.0,86.0,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
2004612830,BWVC Blaise2,1424,Garchomp,Slowbro,Blissey,Scizor,Breloom,Landorus-Therian,Breloom,25,lose,,,,,,,,,,,,,,,,,,,,,U-turn,,,,0,0,112.83333333333334,103.33333333333334,80.83333333333333,79.16666666666666,86.66666666666667,68.83333333333333,60.0,130.0,80.0,60.0,60.0,70.0,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
2005384864,happyhitbox,1303,Jirachi,Politoed,Mamoswine,Tentacruel,Salamence,Rotom-Wash,Mamoswine,50,win,Iron Head,Wish,,,,,,,Earthquake,Icicle Crash,Substitute,,Scald,Toxic,,,Hidden Power,Outrage,,,Volt Switch,,,,0,1,87.5,95.83333333333333,84.5,92.5,94.5,89.33333333333334,110.0,130.0,80.0,70.0,60.0,80.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False
2005557430,eurosvgc,1319,Tyranitar,Alakazam,Scizor,Landorus-Therian,Jellicent,Heatran,Landorus-Therian,10,win,,,,,Shadow Ball,Hidden Power,,,,,,,Hidden Power,Earthquake,Stealth Rock,U-turn,,,,,,,,,1,0,84.16666666666667,101.5,86.83333333333334,100.83333333333334,92.66666666666667,78.99999999999999,89.0,145.0,90.0,105.0,80.0,91.0,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False
2005923347,HayDe223,1565,Tyranitar,Landorus-Therian,Terrakion,Excadrill,Celebi,Rotom-Wash,Rotom-Wash,18,win,,,,,,,,,,,,,,,,,,,,,,,,,1,0,90.0,118.0,92.83333333333333,87.83333333333334,90.33333333333333,88.99999999999999,50.0,65.0,107.0,105.0,107.0,86.0,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
2006844287,hail7heim,1412,Tyranitar,Landorus-Therian,Latios,Alakazam,Reuniclus,Skarmory,Alakazam,39,lose,Thunder Wave,,,,Earthquake,Stealth Rock,U-turn,,Dragon Pulse,,,,,,,,Psyshock,,,,Roost,Whirlwind,Spikes,,1,0,83.16666666666666,93.99999999999999,89.99999999999999,105.0,88.33333333333333,80.33333333333333,55.0,50.0,45.0,135.0,85.0,120.0,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
2007144321,sixsevn,1361,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Breloom,15,win,Thunder Wave,U-turn,,,U-turn,,,,Magma Storm,Protect,,,,,,,,,,,Superpower,Bullet Seed,,,0,0,87.66666666666667,111.66666666666667,83.5,98.33333333333333,81.83333333333334,91.66666666666667,60.0,130.0,80.0,60.0,60.0,70.0,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False
2007258682,lightinui,1418,Skarmory,Garchomp,Tyranitar,Blissey,Latios,Infernape,Skarmory,14,win,Whirlwind,Spikes,,,,,,,Pursuit,,,,Seismic Toss,Soft-Boiled,Toxic,,,,,,,,,,0,0,114.0,91.33333333333333,84.33333333333333,87.33333333333333,95.16666666666666,84.33333333333333,65.0,80.0,140.0,40.0,70.0,70.0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
2007637738,seanb143,1468,Heatran,Jellicent,Haxorus,Forretress,Thundurus-Therian,Breloom,Jellicent,31,lose,Protect,Stealth Rock,Lava Plume,,Taunt,,,,,,,,,,,,,,,,,,,,0,0,80.16666666666667,103.66666666666667,92.66666666666667,90.0,80.16666666666667,74.16666666666667,100.0,60.0,70.0,85.0,105.0,60.0,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False
2008620983,pex890,1376,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Garchomp,18,lose,Stealth Rock,Earthquake,Swords Dance,,Bug Buzz,Fire Blast,,,Dragon Dance,Outrage,,,Low Sweep,,,,Rapid Spin,Ice Beam,,,Bullet Punch,Superpower,,,0,0,79.0,109.83333333333334,86.66666666666667,88.33333333333334,85.83333333333333,88.66666666666667,108.0,130.0,95.0,80.0,85.0,102.0,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
2008630772,succsacturne,1579,Scizor,Dragonite,Garchomp,Keldeo,Magnezone,Latios,Keldeo,41,win,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84.99999999999999,104.33333333333334,95.83333333333333,104.00000000000001,92.49999999999999,87.5,91.0,72.0,90.0,129.0,90.0,108.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2008769411,Arsenic is Good,1378,Tyranitar,Gliscor,Heatran,Excadrill,Ferrothorn,Latios,Gliscor,37,lose,,,,,Substitute,Earthquake,Protect,Toxic,Lava Plume,Stealth Rock,Protect,,Rapid Spin,Iron Head,,,Spikes,Leech Seed,,,Draco Meteor,Psychic,,,0,0,88.33333333333333,106.33333333333333,101.99999999999999,84.0,95.33333333333333,75.16666666666667,75.0,95.0,125.0,45.0,75.0,95.0,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
2008945365,BookofConke,1500,Kyurem-Black,Garchomp,Magnezone,Salamence,Scizor,Starmie,Scizor,29,win,Outrage,,,,Outrage,Swords Dance,,,Volt Switch,Sunny Day,Thunderbolt,,Dragon Claw,,,,Pursuit,U-turn,,,Rapid Spin,Scald,Ice Beam,,0,0,88.0,118.33333333333333,95.83333333333334,99.16666666666667,85.0,89.5,70.0,130.0,100.0,55.0,80.0,65.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2008990509,Ryusen696969,1389,Garchomp,Blissey,Suicune,Scizor,Zoroark,Alakazam,Garchomp,19,lose,Dark Pulse,,,,Ice Beam,Thunderbolt,,,Hidden Power,,,,,,,,,,,,Psychic,Shadow Ball,,,0,0,108.00000000000001,83.33333333333333,70.83333333333334,92.5,93.33333333333333,88.66666666666666,108.0,130.0,95.0,80.0,85.0,102.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True
2009261735,Torkonpeter,1490,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian,Tyranitar,4,win,,,,,Shadow Ball,,,,,,,,Knock Off,,,,,,,,,,,,1,0,81.5,97.5,91.0,108.0,96.83333333333333,85.00000000000001,100.0,134.0,110.0,95.0,100.0,61.0,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False
2009950874,SK8HEAD,1464,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Mamoswine,15,lose,Stealth Rock,,,,Hidden Power,,,,Pursuit,,,,Fusion Bolt,,,,,,,,Volt Switch,Flash Cannon,,,0,0,91.66666666666666,120.83333333333334,92.5,102.5,85.0,85.0,110.0,130.0,80.0,70.0,60.0,80.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2011048924,AngryPidgeon,1431,Quagsire,Chansey,Sableye,Xatu,Ferrothorn,Tentacruel,Ferrothorn,5,win,,,,,,,,,,,,,,,,,Spikes,Leech Seed,Protect,,,,,,0,0,102.33333333333331,67.33333333333333,71.83333333333333,65.66666666666667,90.16666666666667,58.33333333333334,74.0,94.0,131.0,54.0,116.0,20.0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
2011317562,raspberryframboise,1502,Quagsire,Gothitelle,Chansey,Latios,Skarmory,Tyranitar,Tyranitar,11,lose,Ice Punch,Earthquake,,,,,,,Toxic,Soft-Boiled,,,,,,,,,,,,,,,0,0,109.99999999999999,74.83333333333333,85.83333333333333,76.66666666666667,93.33333333333334,65.16666666666666,100.0,134.0,110.0,95.0,100.0,61.0,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
