Tag,Player 1 Pokemon 1,Player 1 Pokemon 2,Player 1 Pokemon 3,Player 1 Pokemon 4,Player 1 Pokemon 5,Player 1 Pokemon 6,Player 2 Pokemon 1,Player 2 Pokemon 2,Player 2 Pokemon 3,Player 2 Pokemon 4,Player 2 Pokemon 5,Player 2 Pokemon 6
1140960849,Politoed,Tentacruel,Ferrothorn,Mamoswine,Keldeo,Thundurus-Therian,Latios,Clefable,Magnezone,Landorus-Therian,Jirachi,Starmie
1140969594,Jirachi,Kyurem-Black,Victini,Alomomola,Meloetta,Whimsicott,Tyranitar,Landorus-Therian,Garchomp,Slowking,Jirachi,Ferrothorn
1140983162,Moltres,Tentacruel,Politoed,Ferrothorn,Rotom-Wash,Gliscor,Politoed,Thundurus-Therian,Tornadus,Tentacruel,Ferrothorn,Jirachi
1141004440,Tyranitar,Skarmory,Heatran,Gliscor,Celebi,Starmie,Tyranitar,Landorus-Therian,Garchomp,Latios,Keldeo,Rotom-Wash
1141004806,Garchomp,Rotom-Wash,Tyranitar,Scizor,Latios,Terrakion,Politoed,Thundurus-Therian,Tornadus,Tentacruel,Ferrothorn,Jirachi
1141025596,Garchomp,Rotom-Wash,Tyranitar,Scizor,Latios,Terrakion,Latios,Clefable,Magnezone,Landorus-Therian,Jirachi,Starmie
1141203473,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom,Politoed,Ferrothorn,Tentacruel,Dragonite,Keldeo-Resolute,Thundurus-Therian
1141253605,Tyranitar,Excadrill,Tangrowth,Magnezone,Salamence,Gastrodon,Reuniclus,Abomasnow,Scizor,Tentacruel,Kyurem-Black,Landorus-Therian
1141607835,Reuniclus,Scizor,Heatran,Landorus-Therian,Breloom,Thundurus-Therian,Politoed,Terrakion,Keldeo,Scizor,Thundurus-Therian,Latios
1141674767,Jellicent,Ferrothorn,Gliscor,Tyranitar,Heatran,Starmie,Archeops,Gallade,Sceptile,Galvantula,Spiritomb,Lapras
114167538,Tyranitar,Skarmory,Heatran,Gliscor,Celebi,Starmie,Tyranitar,Landorus-Therian,Garchomp,Latios,Keldeo,Rotom-Wash
1141737426,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi,Reuniclus,Scizor,Heatran,Landorus-Therian,Breloom,Starmie
1142210196,Politoed,Jirachi,Jolteon,Ferrothorn,Dragonite,Tentacruel,Politoed,Kyurem-Black,Skarmory,Vaporeon,Ferrothorn,Tentacruel
114271902,Garchomp,Scizor,Zapdos,Keldeo,Heatran,Rotom-Wash,Tyranitar,Gliscor,Rotom-Wash,Scizor,Mamoswine,Garchomp
1142873170,Tyranitar,Gliscor,Gastrodon,Skarmory,Alakazam,Reuniclus,Politoed,Ferrothorn,Starmie,Latios,Keldeo,Garchomp
1142982343,Lapras,Chansey,Skarmory,Starmie,Landorus-Therian,Dragonite,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
1143016398,Ferrothorn,Jellicent,Gliscor,Tyranitar,Heatran,Starmie,Tyranitar,Landorus-Therian,Rotom-Wash,Terrakion,Amoonguss,Lucario
1143453852,Keldeo,Hydreigon,Celebi,Politoed,Starmie,Tornadus,Regice,Tentacruel,Krookodile,Gliscor,Scizor,Rotom-Wash
1143460890,Mamoswine,Alakazam,Latios,Kyurem-Black,Scizor,Magnezone,Latios,Politoed,Starmie,Tornadus,Skarmory,Mamoswine
1143489704,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Smeargle,Gengar,Rotom-Wash,Scizor,Terrakion,Dragonite
1143632822,Salamence,Scizor,Starmie,Landorus-Therian,Ferrothorn,Scrafty,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash
1144339666,Tyranitar,Landorus-Therian,Excadrill,Terrakion,Celebi,Rotom-Wash,Politoed,Gyarados,Tentacruel,Ferrothorn,Jirachi,Latias
1144340002,Reuniclus,Abomasnow,Scizor,Tentacruel,Kyurem-Black,Landorus-Therian,Tyranitar,Garchomp,Rotom-Wash,Landorus-Therian,Ferrothorn,Alakazam
114463727,Politoed,Garchomp,Tornadus,Keldeo,Toxicroak,Jirachi,Breloom,Tyranitar,Skarmory,Keldeo,Scizor,Sableye
1144767719,Garchomp,Dragonite,Starmie,Scizor,Breloom,Alakazam,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Keldeo,Heatran
1144791148,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Smeargle,Gengar,Rotom-Wash,Scizor,Terrakion,Dragonite
1144959940,Skarmory,Abomasnow,Starmie,Weavile,Jellicent,Kyurem,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash
1145010920,Politoed,Gyarados,Tentacruel,Ferrothorn,Jirachi,Latias,Celebi,Politoed,Keldeo,Landorus-Therian,Tornadus,Thundurus-Therian
1145100292,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Keldeo,Heatran,Landorus-Therian,Espeon,Rotom-Wash,Scizor,Dragonite,Volcarona
1145128974,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Keldeo,Heatran,Tyranitar,Slowking,Gliscor,Magnezone,Shaymin,Garchomp
1145444496,Reuniclus,Skarmory,Garchomp,Jellicent,Tyranitar,Heatran,Tyranitar,Landorus-Therian,Excadrill,Terrakion,Celebi,Rotom-Wash
114569139,Tornadus,Lucario,Mamoswine,Jellicent,Ferrothorn,Latios,Ninetales,Forretress,Venusaur,Dugtrio,Heatran,Latias
114569261,Politoed,Tornadus,Vaporeon,Thundurus-Therian,Keldeo,Azumarill,Heatran,Roserade,Celebi,Gliscor,Empoleon,Sableye
1145848570,Keldeo,Politoed,Excadrill,Conkeldurr,Toxicroak,Alakazam,Landorus-Therian,Jirachi,Starmie,Mamoswine,Dragonite,Metagross
114593029,Abomasnow,Forretress,Mamoswine,Mandibuzz,Jellicent,Gliscor,Skarmory,Jellicent,Landorus-Therian,Lucario,Tyranitar,Alakazam
1145958543,Ninetales,Porygon2,Rotom-Wash,Hitmontop,Xatu,Heatran,Politoed,Keldeo-Resolute,Tentacruel,Jirachi,Breloom,Thundurus-Therian
1145971776,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash,Crobat,Metagross,Rotom-Wash,Volcarona,Machamp,Mamoswine
1146126786,Porygon2,Ninetales,Dragonite,Volcarona,Xatu,Excadrill,Politoed,Vaporeon,Celebi,Ferrothorn,Latios,Jirachi
1146518720,Politoed,Terrakion,Keldeo,Scizor,Thundurus-Therian,Latios,Salamence,Metagross,Kyurem-Black,Scizor,Latios,Magnezone
1146527459,Politoed,Garchomp,Gyarados,Latios,Starmie,Ferrothorn,Metagross,Breloom,Chandelure,Rotom-Wash,Staraptor,Rhyperior
1146543328,Dragonite,Magnezone,Gliscor,Jirachi,Slowbro,Latias,Ninetales,Victini,Gastrodon,Latios,Xatu,Heatran
1147155268,Lapras,Chansey,Skarmory,Tentacruel,Landorus-Therian,Haxorus,Dragonite,Chandelure,Rhyperior,Lucario,Empoleon,Sceptile
1147375997,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon
1147806722,Abomasnow,Mamoswine,Kyurem,Excadrill,Jirachi,Jellicent,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
1147810152,Darmanitan,Ninetales,Victini,Donphan,Infernape,Latios,Sawk,Rhyperior,Latios,Raikou,Sharpedo,Volcarona
1147880794,Politoed,Ferrothorn,Tentacruel,Thundurus-Therian,Latios,Garchomp,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
114878566,Tentacruel,Zapdos,Arcanine,Flygon,Hitmontop,Omastar,Rotom-Wash,Scizor,Tyranitar,Latios,Breloom,Heatran
1148983890,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Tyranitar,Ferrothorn,Latios,Tangrowth,Gliscor,Reuniclus
1149091163,Tyranitar,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian,Garchomp,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
1149327851,Alakazam,Blissey,Ferrothorn,Reuniclus,Conkeldurr,Salamence,Tyranitar,Landorus-Therian,Heatran,Ferrothorn,Slowking,Mienshao
1149337396,Politoed,Landorus-Therian,Jirachi,Celebi,Kyurem,Tentacruel,Tyranitar,Ferrothorn,Latios,Tangrowth,Gliscor,Reuniclus
1149424025,Hippowdon,Alakazam,Starmie,Ferrothorn,Togekiss,Jirachi,Tyranitar,Slowking,Excadrill,Salamence,Landorus-Therian,Terrakion
114947712,Reuniclus,Conkeldurr,Jellicent,Cloyster,Heatran,Lucario,Starmie,Thundurus-Therian,Terrakion,Garchomp,Jirachi,Breloom
1149803835,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Politoed,Tornadus,Starmie,Jirachi,Terrakion,Kyurem-Black
1149854909,Mamoswine,Skarmory,Landorus-Therian,Tyranitar,Latios,Hydreigon,Politoed,Tornadus,Starmie,Jirachi,Terrakion,Kyurem-Black
1150017963,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Politoed,Latios,Thundurus-Therian,Starmie,Ferrothorn,Keldeo
1150399569,Terrakion,Garchomp,Dragonite,Starmie,Magnezone,Kyurem-Black,Latias,Latios,Scolipede,Dragonite,Espeon,Electrode
1151337305,Politoed,Dragonite,Tentacruel,Ferrothorn,Keldeo-Resolute,Jirachi,Jirachi,Kyurem-Black,Starmie,Magnezone,Dragonite,Garchomp
1151341251,Politoed,Dragonite,Tentacruel,Ferrothorn,Keldeo-Resolute,Jirachi,Jirachi,Kyurem-Black,Starmie,Magnezone,Dragonite,Garchomp
1151546692,Breloom,Moltres,Ninetales,Rotom-Wash,Quagsire,Excadrill,Espeon,Magnezone,Politoed,Gyarados,Keldeo,Breloom
1151584512,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios
1152024104,Tyranitar,Excadrill,Garchomp,Rotom-Wash,Skarmory,Amoonguss,Kyurem-Black,Bronzong,Hydreigon,Starmie,Chansey,Hippowdon
1152027946,Tyranitar,Landorus-Therian,Garchomp,Slowking,Jirachi,Ferrothorn,Tyranitar,Excadrill,Garchomp,Rotom-Wash,Skarmory,Amoonguss
1153356119,Latios,Heatran,Alakazam,Forretress,Abomasnow,Kyurem,Terrakion,Tyranitar,Rotom-Wash,Ferrothorn,Landorus-Therian,Latios
1154015705,Tyranitar,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian,Garchomp,Landorus-Therian,Hydreigon,Reuniclus,Scizor,Toxicroak,Rotom-Wash
1154216410,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon
115449729,Garchomp,Scizor,Zapdos,Keldeo,Heatran,Rotom-Wash,Rotom-Wash,Politoed,Hydreigon,Roserade,Keldeo,Magnezone
1154856202,Breloom,Scizor,Heatran,Keldeo-Resolute,Latios,Salamence,Latios,Forretress,Tyranitar,Jellicent,Mamoswine,Scizor
1155097742,Dragonite,Espeon,Conkeldurr,Skarmory,Rotom-Wash,Garchomp,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon
115527251,Infernape,Scizor,Latios,Jellicent,Terrakion,Jirachi,Ninetales,Victini,Darmanitan,Donphan,Infernape,Kyurem-Black
115529764,Latias,Latios,Garchomp,Lucario,Scizor,Keldeo,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie
1155431339,Garchomp,Keldeo,Dragonite,Jirachi,Latios,Landorus-Therian,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
115595776,Latios,Politoed,Alakazam,Ferrothorn,Landorus-Therian,Breloom,Forretress,Skarmory,Dusclops,Gengar,Aerodactyl,Riolu
115596102,Cobalion,Thundurus-Therian,Espeon,Gyarados,Kyurem-Black,Mamoswine,Politoed,Latios,Rotom-Wash,Breloom,Jirachi,Scizor
1156132084,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi,Volcarona,Terrakion,Starmie,Magnezone,Landorus-Therian,Kyurem-Black
1156583581,Terrakion,Rotom-Wash,Latias,Hydreigon,Tornadus,Tyranitar,Reuniclus,Abomasnow,Scizor,Tentacruel,Kyurem-Black,Landorus-Therian
1156593963,Skarmory,Garchomp,Hydreigon,Alakazam,Tyranitar,Ferrothorn,Tyranitar,Reuniclus,Skarmory,Garchomp,Jellicent,Heatran
1156645185,Politoed,Reuniclus,Chansey,Gliscor,Ferrothorn,Tentacruel,Bronzong,Gallade,Jellicent,Conkeldurr,Reuniclus,Dragonite
1156814349,Scizor,Tyranitar,Ferrothorn,Keldeo,Latios,Landorus-Therian,Politoed,Tornadus,Thundurus-Therian,Xatu,Jirachi,Chansey
1157297263,Politoed,Ferrothorn,Starmie,Latios,Thundurus-Therian,Garchomp,Azelf,Celebi,Heatran,Excadrill,Zapdos,Breloom
1157314412,Starmie,Breloom,Garchomp,Volcarona,Dragonite,Scizor,Landorus-Therian,Latios,Scizor,Excadrill,Rotom-Wash,Dragonite
1157492601,Skarmory,Gengar,Hydreigon,Tyranitar,Celebi,Alakazam,Cobalion,Azelf,Breloom,Tornadus,Keldeo,Latios
115762140,Ninetales,Victini,Darmanitan,Donphan,Infernape,Kyurem-Black,Skarmory,Scizor,Landorus-Therian,Keldeo,Latios,Reuniclus
1157867753,Jirachi,Hydreigon,Thundurus-Therian,Starmie,Scizor,Garchomp,Tyranitar,Garchomp,Alakazam,Keldeo-Resolute,Haxorus,Skarmory
1157872407,Tornadus,Keldeo,Politoed,Ferrothorn,Starmie,Toxicroak,Jirachi,Hydreigon,Thundurus-Therian,Starmie,Scizor,Garchomp
1158014340,Terrakion,Hydreigon,Latios,Keldeo,Garchomp,Mamoswine,Xatu,Hitmontop,Ninetales,Bronzong,Weavile,Heatran
115865852,Abomasnow,Jirachi,Starmie,Walrein,Infernape,Sigilyph,Starmie,Thundurus-Therian,Terrakion,Garchomp,Jirachi,Breloom
1159520036,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Keldeo-Resolute,Tentacruel,Politoed,Ferrothorn,Latios,Thundurus-Therian
116057115,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent,Mamoswine,Salamence,Gengar,Magnezone,Volcarona,Latios
116075111,Politoed,Tentacruel,Ferrothorn,Chansey,Dragonite,Bronzong,Landorus-Therian,Scizor,Latios,Starmie,Terrakion,Jirachi
1160812133,Alakazam,Rotom-Wash,Scizor,Dragonite,Mamoswine,Breloom,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent
116081571,Tyranitar,Mienshao,Garchomp,Ferrothorn,Latios,Gliscor,Garchomp,Magnezone,Dragonite,Cloyster,Starmie,Jirachi
1160846592,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent,Mamoswine,Salamence,Gengar,Magnezone,Volcarona,Latios
1160918416,Aerodactyl,Chandelure,Hitmonlee,Alakazam,Crawdaunt,Escavalier,Politoed,Keldeo,Scizor,Thundurus-Therian,Starmie,Breloom
1160921000,Skarmory,Gastrodon,Reuniclus,Tyranitar,Latias,Heatran,Hippowdon,Ferrothorn,Keldeo,Hydreigon,Reuniclus,Starmie
1161379132,Landorus-Therian,Politoed,Ferrothorn,Porygon2,Starmie,Volcarona,Tyranitar,Landorus-Therian,Garchomp,Slowking,Jirachi,Ferrothorn
116170812,Dusclops,Riolu,Forretress,Skarmory,Gengar,Aerodactyl,Breloom,Infernape,Scrafty,Conkeldurr,Keldeo,Lucario
116177742,Politoed,Ferrothorn,Tentacruel,Latios,Keldeo,Thundurus-Therian,Politoed,Toxicroak,Rotom-Wash,Latios,Scizor,Excadrill
1161945313,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone
1162000342,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon
1162257512,Volcarona,Starmie,Terrakion,Jirachi,Dragonite,Scizor,Skarmory,Jellicent,Abomasnow,Latios,Reuniclus,Garchomp
1162260876,Politoed,Scizor,Keldeo,Tentacruel,Thundurus-Therian,Garchomp,Skarmory,Breloom,Cofagrigus,Dragonite,Rotom-Wash,Scizor
116236397,Tyranitar,Latios,Garchomp,Gliscor,Ferrothorn,Rotom-Wash,Riolu,Forretress,Shedinja,Politoed,Gengar,Starmie
1163722129,Politoed,Tornadus,Thundurus-Therian,Xatu,Jirachi,Chansey,Politoed,Jirachi,Kyurem-Black,Thundurus-Therian,Donphan,Keldeo
1164035315,Scizor,Rotom-Wash,Heatran,Breloom,Keldeo,Espeon,Terrakion,Landorus-Therian,Latios,Tyranitar,Breloom,Rotom-Wash
116431905,Tyranitar,Lucario,Jirachi,Rotom-Wash,Terrakion,Latias,Politoed,Tornadus,Vaporeon,Thundurus-Therian,Keldeo,Azumarill
116475749,Tyranitar,Gliscor,Rotom-Wash,Scizor,Mamoswine,Garchomp,Abomasnow,Keldeo,Heatran,Latias,Gliscor,Starmie
1165087712,Volcarona,Starmie,Terrakion,Jirachi,Dragonite,Scizor,Skarmory,Jellicent,Abomasnow,Latios,Reuniclus,Garchomp
1165215271,Politoed,Ferrothorn,Tentacruel,Keldeo,Tornadus,Thundurus-Therian,Mienshao,Sableye,Excadrill,Alakazam,Honchkrow,Blissey
1165301841,Ninetales,Galvantula,Salamence,Virizion,Xatu,Landorus-Therian,Azelf,Garchomp,Breloom,Scizor,Dragonite,Salamence
1165385451,Tyranitar,Keldeo,Landorus-Therian,Rotom-Wash,Excadrill,Celebi,Metagross,Skarmory,Jellicent,Tornadus,Garchomp,Machamp
1165520467,Tyranitar,Excadrill,Skarmory,Celebi,Gliscor,Heatran,Abomasnow,Reuniclus,Landorus-Therian,Kyurem-Black,Scizor,Tentacruel
1165595675,Tentacruel,Zapdos,Arcanine,Flygon,Hitmontop,Omastar,Rotom-Wash,Scizor,Tyranitar,Latios,Breloom,Heatran
1165826617,Magnezone,Latios,Garchomp,Scizor,Mamoswine,Dragonite,Tyranitar,Alakazam,Flygon,Reuniclus,Skarmory,Rotom-Wash
1165901978,Hippowdon,Magnezone,Latios,Ferrothorn,Excadrill,Garchomp,Skarmory,Garchomp,Scizor,Jellicent,Alakazam,Salamence
1165926072,Politoed,Jirachi,Volcarona,Terrakion,Tentacruel,Thundurus-Therian,Keldeo-Resolute,Ferrothorn,Politoed,Tentacruel,Latios,Tornadus
1166325802,Skarmory,Garchomp,Scizor,Jellicent,Alakazam,Salamence,Tyranitar,Excadrill,Ferrothorn,Alakazam,Gliscor,Latios
1166345702,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Scizor,Gyarados,Ferrothorn,Garchomp,Infernape,Latios
1166353257,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone,Politoed,Gyarados,Lapras,Cloyster,Rotom-Wash,Lanturn
1166422626,Tentacruel,Breloom,Politoed,Ferrothorn,Tornadus,Kyurem,Skarmory,Rotom-Wash,Scizor,Dragonite,Gengar,Alakazam
1166426814,Skarmory,Rotom-Wash,Scizor,Dragonite,Gengar,Alakazam,Heracross,Heatran,Gastrodon-East,Kyurem-Black,Excadrill,Espeon
1166429196,Skarmory,Garchomp,Scizor,Jellicent,Alakazam,Salamence,Tentacruel,Breloom,Politoed,Ferrothorn,Tornadus,Kyurem
116686680,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie,Breloom,Infernape,Scrafty,Conkeldurr,Keldeo,Lucario
1166916394,Politoed,Scizor,Latios,Ferrothorn,Starmie,Thundurus-Therian,Politoed,Breloom,Keldeo,Tentacruel,Thundurus-Therian,Bronzong
1166930172,Tornadus,Gengar,Keldeo,Hydreigon,Tyranitar,Celebi,Politoed,Gyarados,Lapras,Cloyster,Keldeo,Lanturn
1166941169,Ferrothorn,Latios,Tyranitar,Gliscor,Heatran,Reuniclus,Tyranitar,Skarmory,Gliscor,Jellicent,Alakazam,Terrakion
1166985904,Mamoswine,Alakazam,Latios,Kyurem-Black,Scizor,Magnezone,Mamoswine,Latios,Scizor,Kyurem-Black,Salamence,Magnezone
116703367,Dusclops,Riolu,Forretress,Gengar,Aerodactyl,Skarmory,Politoed,Ferrothorn,Rotom-Wash,Mamoswine,Landorus-Therian,Jirachi
116718776,Dusclops,Riolu,Forretress,Gengar,Aerodactyl,Skarmory,Politoed,Ferrothorn,Rotom-Wash,Mamoswine,Landorus-Therian,Jirachi
1167394922,Hippowdon,Forretress,Jellicent,Roserade,Jirachi,Gliscor,Dugtrio,Tyranitar,Hydreigon,Skarmory,Breloom,Alakazam
116785304,Politoed,Tentacruel,Ferrothorn,Chansey,Dragonite,Bronzong,Hydreigon,Celebi,Heatran,Alakazam,Scizor,Vaporeon
1167946027,Alakazam,Landorus-Therian,Tyranitar,Starmie,Scizor,Latios,Jirachi,Dragonite,Azumarill,Terrakion,Landorus-Therian,Politoed
116797887,Zoroark,Gengar,Rotom-Wash,Landorus-Therian,Donphan,Jirachi,Ferrothorn,Jellicent,Kyurem-Black,Hydreigon,Latios,Terrakion
1167993607,Abomasnow,Kyurem-Black,Scizor,Tentacruel,Landorus-Therian,Reuniclus,Tyranitar,Keldeo,Heatran,Amoonguss,Landorus-Therian,Excadrill
116805402,Tyranitar,Lucario,Jirachi,Mamoswine,Terrakion,Latias,Politoed,Tornadus,Vaporeon,Thundurus-Therian,Keldeo,Azumarill
116817332,Tyranitar,Lucario,Jirachi,Mamoswine,Terrakion,Latias,Cofagrigus,Slaking,Dugtrio,Reuniclus,Seismitoad,Tentacruel
1168514532,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi,Tornadus,Politoed,Ferrothorn,Keldeo,Landorus-Therian,Tentacruel
1168711399,Terrakion,Skarmory,Jellicent,Latias,Tyranitar,Heatran,Politoed,Amoonguss,Toxicroak,Starmie,Slowbro,Ditto
1168772995,Politoed,Breloom,Bronzong,Landorus-Therian,Tentacruel,Latias,Jirachi,Dragonite,Cloyster,Gengar,Starmie,Breloom
1168774902,Terrakion,Skarmory,Jellicent,Latias,Tyranitar,Heatran,Politoed,Tentacruel,Ferrothorn,Mamoswine,Keldeo,Thundurus-Therian
116881302,Dusclops,Riolu,Forretress,Skarmory,Gengar,Aerodactyl,Breloom,Infernape,Scrafty,Conkeldurr,Keldeo,Lucario
116886301,Dusclops,Riolu,Forretress,Skarmory,Gengar,Aerodactyl,Breloom,Infernape,Scrafty,Conkeldurr,Keldeo,Lucario
1169096270,Tornadus,Tentacruel,Latios,Thundurus-Therian,Ferrothorn,Politoed,Garchomp,Jirachi,Politoed,Tentacruel,Breloom,Tornadus
116985780,Gliscor,Tyranitar,Jirachi,Keldeo,Forretress,Celebi,Politoed,Latios,Rotom-Wash,Breloom,Jirachi,Scizor
1169902047,Tyranitar,Celebi,Landorus-Therian,Rotom-Wash,Scizor,Heatran,Chansey,Jirachi,Thundurus-Therian,Tentacruel,Ferrothorn,Politoed
1169907113,Rotom-Wash,Gliscor,Gengar,Scizor,Latios,Heatran,Tornadus,Jirachi,Thundurus-Therian,Tentacruel,Keldeo,Politoed
1169909748,Terrakion,Excadrill,Latios,Staraptor,Ferrothorn,Raikou,Politoed,Latios,Celebi,Scizor,Rotom-Wash,Jirachi
1169910872,Politoed,Toxicroak,Jirachi,Starmie,Dragonite,Ferrothorn,Tyranitar,Terrakion,Excadrill,Landorus-Therian,Amoonguss,Rotom-Wash
1169913590,Kyurem-Black,Forretress,Jellicent,Abomasnow,Skarmory,Clefable,Tyranitar,Alakazam,Latios,Ferrothorn,Keldeo,Landorus-Therian
1169922472,Latios,Mamoswine,Garchomp,Keldeo,Alakazam,Rotom-Wash,Tyranitar,Latios,Ferrothorn,Landorus-Therian,Garchomp,Rotom-Wash
117044826,Tyranitar,Dragonite,Scizor,Latios,Keldeo,Landorus-Therian,Tyranitar,Latias,Gliscor,Skarmory,Heatran,Jellicent
117049271,Jirachi,Azelf,Alakazam,Haxorus,Latios,Slowbro,Dugtrio,Tyranitar,Hydreigon,Skarmory,Breloom,Alakazam
1170714298,Tyranitar,Latios,Lucario,Landorus-Therian,Ferrothorn,Slowbro,Politoed,Keldeo,Scizor,Thundurus-Therian,Starmie,Breloom
1170726371,Gastrodon,Heatran,Landorus-Therian,Skarmory,Gengar,Latios,Politoed,Bronzong,Gliscor,Tentacruel,Keldeo,Tornadus
1170815773,Politoed,Tentacruel,Ferrothorn,Alakazam,Scizor,Thundurus-Therian,Politoed,Keldeo,Scizor,Thundurus-Therian,Starmie,Breloom
1171468483,Landorus-Therian,Xatu,Cloyster,Tentacruel,Sableye,Togekiss,Politoed,Parasect,Moltres,Tentacruel,Chansey,Quagsire
1171687177,Jirachi,Tyranitar,Latios,Reuniclus,Landorus-Therian,Rotom-Wash,Politoed,Volcarona,Jirachi,Dragonite,Starmie,Kyurem-Black
117186086,Politoed,Tentacruel,Ferrothorn,Chansey,Dragonite,Celebi,Dugtrio,Tyranitar,Hydreigon,Skarmory,Breloom,Alakazam
1171863035,Skarmory,Gengar,Scizor,Hydreigon,Alakazam,Keldeo-Resolute,Tyranitar,Landorus-Therian,Excadrill,Ferrothorn,Latios,Keldeo
1171981596,Garchomp,Volcarona,Dragonite,Breloom,Starmie,Scizor,Tyranitar,Mamoswine,Keldeo,Amoonguss,Gliscor,Excadrill
1172055071,Garchomp,Jirachi,Breloom,Weavile,Donphan,Jellicent,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent
117219586,Landorus-Therian,Tyranitar,Forretress,Sableye,Celebi,Heatran,Politoed,Ferrothorn,Rotom-Wash,Dragonite,Tentacruel,Conkeldurr
117222446,Politoed,Tentacruel,Quagsire,Dragonite,Chansey,Ferrothorn,Skarmory,Blissey,Hippowdon,Alakazam,Terrakion,Starmie
1172462811,Tyranitar,Jellicent,Ferrothorn,Excadrill,Alakazam,Gliscor,Weavile,Celebi,Salamence,Keldeo,Chandelure,Landorus-Therian
1172591727,Tyranitar,Latios,Ferrothorn,Landorus-Therian,Garchomp,Rotom-Wash,Politoed,Magnezone,Starmie,Thundurus-Therian,Sharpedo,Ferrothorn
1172672311,Garchomp,Kyurem-Black,Haxorus,Latios,Magnezone,Forretress,Breloom,Slowbro,Heatran,Landorus-Therian,Hydreigon,Tentacruel
117322958,Dugtrio,Tyranitar,Hydreigon,Skarmory,Breloom,Alakazam,Ninetales,Charizard,Victreebel,Dragonite,Gengar,Sandslash
117330637,Dugtrio,Tyranitar,Hydreigon,Skarmory,Breloom,Alakazam,Tyranitar,Gliscor,Rotom-Wash,Scizor,Mamoswine,Garchomp
1173341374,Haxorus,Dragonite,Garchomp,Kyurem-Black,Magnezone,Salamence,Weavile,Alakazam,Jirachi,Salamence,Machamp,Dragonite
1173449816,Salamence,Slowbro,Scizor,Tyranitar,Heatran,Celebi,Politoed,Thundurus-Therian,Scizor,Latios,Ferrothorn,Tentacruel
1173724418,Tyranitar,Ferrothorn,Gliscor,Terrakion,Latios,Jirachi,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi
1173879799,Skarmory,Jellicent,Heatran,Alakazam,Garchomp,Tyranitar,Rotom-Wash,Azelf,Jirachi,Landorus-Therian,Scizor,Jolteon
1173924472,Magnezone,Garchomp,Latios,Kyurem-Black,Heatran,Ferrothorn,Mamoswine,Magnezone,Kyurem-Black,Latios,Scizor,Dragonite
1174130353,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi,Garchomp,Dragonite,Magnezone,Latios,Scizor,Starmie
